yazar_id,ekno,kisa_adi,tam_adi
3301,3534,M. Ekmekçi,Mustafa Ekmekçi
3302,3535,M. Özay,Mahmut Özay
3303,3536,R. Karaköse,Rukiye Karaköse
3304,3537,R. N. Kestelli,Raif Necdet Kestelli
3305,3538,R. Zarakolu,Ragıp Zarakolu
3306,3539,E. Acarlar,Erdoğan Acarlar
3307,3540,N. Birdoğan,Nejat Birdoğan
3308,3541,M. B. Tapan,Mevlüt Baki Tapan
3309,3542,D. Cüceloğlu,Doğan Cüceloğlu
3310,3543,Ö. Göçgün,Önder Göçgün
3311,3544,N. Gülmez,Nurettin Gülmez
3312,3545,N. Şahiner,Necmettin Şahiner
3313,3546,B. Emil,Birol Emil
3314,3547,A. E. Yalman,Ahmet Emin Yalman
3315,3548,K. Sağlamer,Kayhan Sağlamer
3316,3549,M. O. Albasan,Metin Oktay Albasan
3317,3550,Ö. Öktem,Öget Öktem
3318,3551,A. Sirmen,Ali Sirmen
3319,3552,Y. Ilgar,Yusuf Ilgar
3320,3553,Y. Sayman,Yücel Sayman
3321,3554,Y. Kerigan,Yeşim Kerigan
3322,3555,Y. Çağlayan,Yusuf Çağlayan
3323,3556,K. Ertop,Konur Ertop
3324,3557,T. Şirin,Tolga Şirin
3325,3558,M. O. Güloğlu,Mehmet Oktar Güloğlu
3326,3559,M. Gönlübol,Mehmet Gönlübol
3327,3560,N. Soyer,Nejat Soyer
3328,3561,B. Günkut,Bedri Günkut
3329,3562,N. Gülova,Nurhan Gülova
3330,3563,N. Ekinci,Necdet Ekinci
3331,3564,Ş. Turan,Şerafettin Turan
3332,3565,E. Ş. Mengi,Emine Şeyma Mengi
3333,3566,A. Kelce,Ayşe Kelce
3334,3567,O. Müftüoğlu,Oğuzhan Müftüoğlu
3335,3568,İ. Korkmaz,İlhan Korkmaz
3336,3569,H. Karavelioğlu,Hanım Karavelioğlu
3337,3570,G. Çandarlıoğlu,Gülçin Çandarlıoğlu
3338,3571,M. Mollaosmanoğlu,Mehmet Mollaosmanoğlu
3339,3572,T. Güran,Tevfik Güran
3340,3573,B. Duygulu,Behiç Duygulu
3341,3574,M. O. Kızıldemir,M. Orhan Kızıldemir
3342,3575,C. Oktay,Cemil Oktay
3343,3576,N. Vergin,Nur Vergin
3344,3577,A. Yaraman Başbuğu,Ayşegül Yaraman Başbuğu
3345,3578,N. Akalın,Nur Akalın
3346,3579,S. Akpınar,Sinan Akpınar
3347,3580,T. Tekin,Talât Tekin
3348,3581,İ. Oluklu,İbrahim Oluklu
3349,3582,O. Yivli,Oktay Yivli
3350,3583,M. Özmen,Mustafa Özmen
3351,3584,O. Kahyaoğlu,Orhan Kahyaoğlu
3352,3585,S. Güray,Sevim Güray
3353,3586,A. Yalçınkaya,Alaeddin Yalçınkaya
3354,3587,Y. İlik,Yunus İlik
3355,3588,S. Sönmez,Süleyman Sönmez
3356,3589,M. Başoğlu,Mustafa Başoğlu
3357,3590,S. Bosnalı,Sonel Bosnalı
3358,3591,N. S. Atmaca,Nidai Sulhi Atmaca
3359,3592,S. Göksu,Sadık Göksu
3360,3593,S. Sokullu,Sevinç Sokullu
3361,3594,M. G. Demiray,M. Güner Demiray
3362,3595,N. Ayas,Nevzat Ayas
3363,3596,H. S. Arel,Hüseyin Sadettin Arel
3364,3597,M. Gültekin,Mehmet Gültekin
3365,3598,S. Bülbül,Sevilay Bülbül
3366,3599,E. Reşah,Emin Reşah
3367,3600,İ. Karaahmetoğlu,İsmail Karaahmetoğlu
3368,3601,O. Uçar,Orkun Uçar
3369,3602,T. O. Özcüre,Taha Oğuzhan Özcüre
3370,3603,G. Gültekin,Gökhan Gültekin
3371,3604,F. Soysal,Fikri Soysal - Hikmet Toker
3372,3605,B. Ugar,Barış Ugar
3373,3606,Y. Yazıcı,Yüksel Yazıcı
3374,3607,Y. Monus,Yeşim Monus
3375,3608,E. Merçil,Erdoğan Merçil
3376,3609,A. Emeksiz,Abdülkadir Emeksiz
3377,3610,M. T. Uras,Münir Tevfik Uras
3378,3611,Z. Kazıcı,Ziya Kazıcı
3379,3612,M. Baydur,Memet Baydur
3380,3613,A. Türkgücü,Aydın Türkgücü
3381,3614,A. F. Örenç,Ali Fuat Örenç
3382,3615,E. Afşar Aral,Esin Afşar Aral
3383,3616,B. Sağlam,Bahaettin Sağlam
3384,3617,U. Korum,Uğur Korum
3385,3618,M. Baysal,Mevlüt Baysal
3386,3619,Y. İnandı,Yusuf İnandı
3387,3620,İ. Sarıibrahimoğlu,İbrahim Sarıibrahimoğlu
3388,3621,M. Solmaz,Mehmet Solmaz
3389,3622,E. Baran,Ethem Baran
3390,3623,R. Apak,Rahmi Apak
3391,3624,A. Müftüoğlu,Atasoy Müftüoğlu
3392,3625,S. Maden Avcu,Selma Maden Avcu
3393,3626,B. Çerezcioğlu,Burçak Çerezcioğlu
3395,3628,N. Kurt,Nurettin Kurt
3396,3629,R. S. Atabinen,Reşit Saffet Atabinen
3397,3630,Mehmed Niyazi,Mehmed Niyazi
3398,3631,M. Canova,Mahir Canova
3399,3632,N. Eruz,Nahit Eruz
3400,3633,Z. Damlapınar,Zülfikar Damlapınar
3401,3634,Ö. Erdem,Ömer Erdem
3402,3635,N. Itr,Nureddin Itr
3403,3636,A. E. Bolayır,Ali Ekrem Bolayır
3404,3637,Y. İncesi,Yıldız İncesi
3405,3638,O. S. Kocahanoğlu,Osman S. Kocahanoğlu
3406,3639,İ. İnönü,İsmet İnönü
3407,3640,M. Hacıhasanoğlu,Muzaffer Hacıhasanoğlu
3408,3641,İ. Eren,İbrahim Eren
3409,3642,İ. Ergün,İsmail Ergün
3410,3643,D. Gürlek,Dursun Gürlek
3411,3644,M. Tunç,Mustafa Tunç
3412,3645,A. Kuzu,Ali Kuzu
3414,3647,D. Gürsoy,Deniz Gürsoy
3416,3649,M. Çulhaoğlu,Metin Çulhaoğlu
3417,3650,H. E. Beriş,Hamit Emrah Beriş
3419,3652,S. Hirik,Seçil Hirik
3420,3653,B. Uncular,Betül Uncular
3421,3654,M. B. Dede,Mehmet Bilal Dede
3422,3655,E. Haytoğlu,Ercan Haytoğlu
3423,3656,,
3425,3658,N. Kadıoğlu Çevik,Nihal Kadıoğlu Çevik
3426,3659,H. Şahballı,Hilmi Şahballı
3427,3660,A. Gökbel,Ahmet Gökbel
3428,3661,M. Attilâ,Mahmut Attilâ
3429,3662,O. N. Koçtürk,Osman Nuri Koçtürk
3430,3663,H. N. Artıran,Hayat Nur Artıran
3431,3664,M. Okur,Münevver Okur
3432,3665,Bayburtlu Hicrani,Bayburtlu Hicrani
3433,3666,S. Başkan,Seyfi Başkan
3434,3667,R. Sevgili,Ramazan Sevgili
3435,3668,E. Aydınonat,Emrah Aydınonat
3436,3669,C. Taslaman,Caner Taslaman
3437,3670,B. Özbek,Buket Özbek
3438,3671,F. Kam,Ferid Kam
3439,3672,M. T. Hatiboğlu,M. Tahir Hatiboğlu
3440,3673,M. Z. Altan,Mustafa Zülküf Altan
3441,3674,Y. Atsız,Yağmur Atsız
3442,3675,H. B. Akgiray,Hasan Basri Akgiray
3443,3676,A. Akın,Ali Akın
3444,3677,Y. Halaçoğlu,Yusuf Halaçoğlu
3446,3679,B. Civelek,Bilal Civelek
3447,3680,B. Çulhaoğlu,Benian Çulhaoğlu
3448,3681,H. B. Eren,Hafize Bilge Eren
3449,3682,R. S. Tatar,Recep S. Tatar
3450,3683,G. Koç,Gamze Koç
3452,3685,H. Yaman,Hakan Yaman
3453,3686,N. Ş. Kösemihal,Nurettin Şazi Kösemihal
3454,3687,Mimar Kemalettin,Mimar Kemalettin
3455,3688,D. Durukan,Deniz Durukan
3456,3689,E. Karataş,Esmeray Karataş
3457,3690,H. Mazıoğlu,Hasibe Mazıoğlu
3458,3691,V. Nureddin,Vâlâ Nureddin
3459,3692,T. Onuk,Taciser Onuk
3460,3693,Y. Erkaya,Yusuf Erkaya
3461,3694,H. Soyşekerci,Hülya Soyşekerci
3462,3695,Y. Kansu,Yavuz Kansu - Sermet Şenöz - Yılmaz Öztuna
3463,3696,M. Y. Özel,Mehmet Yıldırım Özel
3464,3697,C. Fedai,Celâl Fedai
3465,3698,V. Koç,Vehbi Koç
3467,3700,Levnî,Levnî
3468,3701,C. Alyılmaz,Cengiz Alyılmaz
3469,3702,L. Doğan,Lütfi Doğan 
3470,3703,H. Güllüpınar,Hasan Güllüpınar
3471,3704,S. Güler,Sabır Güler
3472,3705,T. Ertem,Tuna Ertem
3473,3706,M. Rifat,Mehmet Rifat
3474,3707,B. Durmaz,Berna Durmaz
3475,3708,C. Çoban,Cezmi Çoban
3476,3709,A. Behramoğlu,Ataol Behramoğlu
3477,3710,M. Kemal,Mehmet Kemal
3478,3711,Ali Seydi,Ali Seydi
3479,3712,H. Edhem,Halil Edhem
3480,3713,Beşir Fuad,Beşir Fuad
3481,3714,Ö. A. Aksoy,Ömer Asım Aksoy
3482,3715,N. Gürbilek,Nurdan Gürbilek
3483,3716,Mehmed Salâhî,Mehmed Salâhî
3484,3717,E. Hatipoğlu,Emrah Hatipoğlu
3485,3718,İ. Güleç,İsmail Güleç
3486,3719,H. R. Tekgüç,Hüseyin Remzi Tekgüç
3487,3720,S. Nazik,Sıtkı Nazik
3488,3721,A. Çetin,Altan Çetin
3489,3722,S. Sertoğlu,Sedat Sertoğlu
3490,3723,F. Belen,Fahri Belen
3491,3724,A. Çelik,Adnan Çelik - M. Şerif Şimşek
3492,3725,K. Anadol,Kemal Anadol
3493,3726,M. Baytimur,Mehmet Baytimur
3494,3727,T. R. Aras,Tevfik Rüştü Aras
3495,3728,Z. A. Zorbulut,Zeynel Abidin Zorbulut
3496,3729,M. Yağmur,Mahmut Yağmur
3497,3730,F. Başaran,Funda Başaran
3498,3731,T. Ulucan,Turgut Ulucan
3499,3732,S. Karaibrahimoğlu,Sacit Karaibrahimoğlu
3500,3733,A. Ş. Ergin,Ali Şakir Ergin
3501,3734,A. Birinci,Ali Birinci
3502,3735,Y. E. Kavak,Yunus Emre Kavak
3504,3737,H. Sarıoğlu,Halide Sarıoğlu
3505,3738,E. Baymak,Ethem Baymak
3506,3739,H. Pehlivanlı,Hamit Pehlivanlı
3507,3740,Z. Koylu,Zafer Koylu 
3508,3741,A. Günşen,Ahmet Günşen
3509,3742,E. Canberk,Eray Canberk
3510,3743,N. Tekelioğlu,Nejat Tekelioğlu
3511,3744,A. M. Tuncoku,A. Mete Tuncoku
3512,3745,A. F. Oğuzkan,A. Ferhan Oğuzkan
3513,3746,Ö. Köknel,Özcan Köknel
3514,3747,Y. Yalçın,Yasin Yalçın
3515,3748,M. Küçükuğurlu,Murat Küçükuğurlu
3516,3749,V. Bardakçı,Vehbi Bardakçı
3517,3750,M. Türker Küyel,Mübahat Türker Küyel
3518,3751,U. Kalkan,Uğur Kalkan
3519,3752,H. Aslan,Hürol Aslan
3520,3753,A. Anıker,Alpertunga Anıker
3521,3754,B. Şen,Besime Şen-Ali Ekber Doğan
3522,3755,Ç. Sarıbıyık,Çağlar Sarıbıyık
3523,3756,M. Bayram,Mikâil Bayram
3524,3757,Y. Nazım,Yusuf Nazım
3525,3758,S. Demirdal,Sait Demirdal
3526,3759,Kilisli Kadri,Kilisli Kadri
3528,3761,F. Balcı,Fatih Balcı
3529,3762,S. V. Örnek,Sedat Veyis Örnek
3530,3763,A. Buran,Ahmet Buran
3531,3764,B. Y. Seyhan,Beyazıt Yaşar Seyhan
3532,3765,E. Tokmakçıoğlu,Erdoğan Tokmakçıoğlu
3533,3766,M. Peker,Mümtaz Peker
3534,3767,E. Koç,Emel Koç
3535,3768,A. Akdoğan,Ali Akdoğan
3536,3769,Ş. Yılmaz Özkarslı,Şirin YIlmaz Özkarslı
3537,3770,Abdülaziz Bey,Abdülaziz Bey
3538,3771,Ü. Yaşar,Ümmühan Yaşar
3539,3772,B. C. Morkaya,Burhan Cahit Morkaya
3540,3773,G. Candoğan,Galip Candoğan
3541,3774,H. Şahin,Hatice Şahin
3543,3776,İ. C. Aşkun,İnal Cem Aşkun
3544,3777,T. Açık,Tansu Açık
3545,3778,A. Aksu,Aynur Aksu
3546,3779,K. Özkan,Kaan Özkan
3547,3780,N. Çetin,Nurullah Çetin
3548,3781,F. Üstel,Füsun Üstel
3549,3782,M. Özen,Mehmet Özen - Alpay Azap - Günhan Gürman - Hamdi Akan
3550,3783,N. Erdem,Nehir Erdem
3551,3784,Ö. F. Bayrak,Ömer Faruk Bayrak
3553,3786,S. Akın,Sunay Akın
3554,3787,A. Seyda,Ahmet Seyda
3555,3788,F. Türkmen,Fikret Türkmen
3556,3789,A. K. Aksüt,Ali Kemali Aksüt
3557,3790,M. Elmalı,Mustafa Elmalı
3558,3791,N. Açıkgöz,Namık Açıkgöz
3559,3792,İ. H. Konyalı,İbrahim Hakkı Konyalı
3560,3793,A. Demir,Abdullah Demir
3562,3795,L. Güçer,Lütfi Güçer
3563,3796,İ. Taşcı,İlhan Taşcı
3564,3797,A. Jorma,Atilla Jorma
3565,3798,H. Eren,Hasan Eren
3566,3799,Ubeydullah Efendi,Ubeydullah Efendi
3567,3800,İ. Temo,İbrahim Temo - Ahmet Rıza
3568,3801,K. Ekinci,Kamuran Ekinci
3569,3802,C. Osmanağaoğlu,Cihan Osmanağaoğlu
3570,3803,S. Ataman,Sırrı Ataman
3571,3804,M. Özyüksel,Murat Özyüksel
3572,3805,M. K. Bilgegil,M. Kaya Bilgegil
3573,3806,O. Yıldız,Osman Yıldız
3574,3807,B. Vardar,Berke Vardar
3575,3808,A. T. Bilgiç,A. Timur Bilgiç
3576,3809,B. Cömert,Bedrettin Cömert
3577,3810,İ. Güner,İsmail Güner
3578,3811,H. Gürel,Hasan Gürel
3579,3812,Y. Akçura,Yusuf Akçura
3580,3813,M. K. Bıyıkoğlu,M. Kemal Bıyıkoğlu
3581,3814,N. N. Türk,Neslihan Nur Türk
3582,3815,M. S. Atak,M. Sadık Atak
3583,3816,S. Korkmaz,Serap Korkmaz
3585,3818,A. C. Emre,Ahmet Cevat Emre
3586,3819,E. Özsüer,Esra Özsüer
3587,3820,H. Karahisar,Hasan Karahisar
3588,3821,İ. Sözer, İlkim SÖZER
3589,3822,S. Irzık,Sibel Irzık - Jale Parla
3590,3823,A. Arslan,Alper Arslan
3591,3824,C. Demirci,Cihan Demirci
3592,3825,T. Yalçın,Tülün Yalçın
3593,3826,A. Köse,Abdullah Köse
3594,3827,E. İlhan,Enes İlhan
3595,3828,A. İnsel,Ahmet İnsel
3596,3829,H. Çevik,Hikmet Çevik
3597,3830,A. T. Oflazoğlu,Ahmet Turan Oflazoğlu
3598,3831,K. Birand,Kamiran Birand
3599,3832,N. Nurin,Nihat Nurin
3600,3833,F. Devellioğlu,Ferit Devellioğlu
3601,3834,U. Gergerlioğlu,Ufuk Gergerlioğlu
3602,3835,O. İyiler,Orhan İyiler
3603,3836,K. Bek,Kemal Bek
3604,3837,E. Türbedar,Erhan Türbedar
3605,3838,Ö. F. Reca,Ömer Faruk Reca
3606,3839,A. Yüce,Ali Yüce
3607,3840,O. Can,Orhan Can
3608,3841,V. Sağıroğlu,Venhar Sağıroğlu
3609,3842,B. Duran,Bakiye Duran
3610,3843,Y. K. Taştan,Yahya Kemal Taştan
3611,3844,H. Sanal,Haydar Sanal
3613,3846,R. Tarım,Rahim Tarım
3614,3847,S. R. İskit,Server Rifat İskit
3615,3848,G. K. Söylemezoğlu,Galip Kemali Söylemezoğlu
3616,3849,L. Dağtaş,Lütfü Dağtaş
3617,3850,A. Naim,Ahmet Naim
3618,3851,D. Uyar,Demet Uyar
3619,3852,E. Akçan,Esra Akçan
3620,3853,I. Zileli,Irmak Zileli
3621,3854,S. Yüksel,Semahat Yüksel
3622,3855,O. N. Dülgerler,Osman Nuri Dülgerler
3623,3856,K. Esengin,Kenan Esengin
3624,3857,B. L. Bahar,Beki L. Bahar
3625,3858,M. Tatlıyer,Mevlüt Tatlıyer
3626,3859,İ. Tüzer,İbrahim Tüzer
3627,3860,Y. Yıldırım,Yüksel Yıldırım
3628,3861,E. Daybelge,Esat Daybelge
3629,3862,K. Özbel,Kenan Özbel
3630,3863,V. Arıkan,Vural Arıkan
3631,3864,Ş. Bektan,Şule Bektan
3632,3865,K. Altuğ,Kurtul Altuğ
3633,3866,S. Nişan K.,Selin Nişan K.
3635,3868,C. Çelik,C. Çelik - Ersal Özkan - Efkan Vural
3636,3869,E. A. Okur,E. Ali Okur
3637,3870,S. D. Aladoğan,Sinan Doğan Aladoğan
3638,3871,H. T. Uçankuş,Hasan Tahsin Uçankuş
3640,3873,S. Ünal,Serkan Ünal
3641,3874,Y. Özbek,Yılmaz Özbek
3642,3875,H. Kayıhan,Hasan Kayıhan
3644,3877,B. Tünay,Bekir Tünay
3645,3878,G. Sarioğlu,Güner Sarioğlu
3646,3879,C. İleri Aksoy,Cahide İleri Aksoy
3647,3880,F. Çömlekçi,Ferruh Çömlekçi
3648,3881,Âşık Kâtibi,Âşık Kâtibi
3649,3882,M. Bayter,Mustafa Bayter
3650,3883,C. Okurer,Cahit Okurer
3651,3884,G. Dilmen,Güngör Dilmen
3652,3885,S. Debboğlu,Serhat Debboğlu
3653,3886,Basından,Basından
